BusinessArea;CompanyCode;Department;Division;Employee;Employee_Desc;Fulltime;FutureLeader;Gender;HasLeft;ImpactofLoss;Job_Desc;Location;Location_ID;Manager;Manager_Desc;Married;NewToPosition;PayGrade;Performance;Latitude;Longitude;StandardWeeklyHours;Workingdaysperweek;Salary_AVG_Var;Age;Seniority;Salary
Business Area A;NA Corp.;E049665;DIV02;E049665;Patel, Ashby;TRUE;#;Male;n;very high impact;Sales Support;Sydney;REG0003;E252825;Henkes, Marko;FALSE;FALSE;H-1;Successful;-33.93;151.17;40;5;0.07;51;2;114867
Business Area A;NA Corp.;E053570;DIV05;E053570;Kehayov, Brian;TRUE;TRUE;Male;n;Unassigned;Sales Support;Frankfurt;Germany;E044139;Willig, Bernie;FALSE;FALSE;GR-9;Progressing;50.03;8.57;40;5;-0.39;46;2;66029
Business Area A;NA Corp.;E056995;DIV02;E056995;Han, Caleb;TRUE;TRUE;Male;n;medium impact;Sales Support;Sydney;REG0003;E252825;Henkes, Marko;FALSE;FALSE;GR-9;Outstanding;-33.93;151.17;40;5;0.03;36;2;110427
Business Area A;NA Corp.;E059597;DIV03;E059597;Delhaes, Fairleigh;TRUE;TRUE;Male;n;medium impact;Sales Support;Vancouver;REG0005;E237930;Alpizar, Josh;FALSE;FALSE;GR-9;Satisfactory;49.18;-123.18;40;5;-0.37;27;0;68232
Business Area A;NA Corp.;E062287;DIV03;E062287;Bazira, Chandan;TRUE;#;Male;n;medium impact;Sales Support;Paris;France;E237930;Alpizar, Josh;TRUE;FALSE;GR-10;Satisfactory;48.86;2.35;40;5;-0.21;28;2;85348
Business Area A;NA Corp.;E072275;DIV04;E072275;Montag, Christopher;TRUE;TRUE;Male;n;medium impact;Sales Support;Paris;France;E095280;Michligk, Kearney;FALSE;FALSE;GR-7;Satisfactory;48.86;2.35;40;5;-0.65;25;2;37543
Business Area A;NA Corp.;E074415;DIV03;E074415;Leung, Laughton;TRUE;#;Male;n;very high impact;Sales Support;Paris;France;E237930;Alpizar, Josh;FALSE;FALSE;H-1;Satisfactory;48.86;2.35;40;5;-0.08;28;2;98652
Business Area A;NA Corp.;E074517;DIV04;E074517;Laterman, Tyson;TRUE;#;Male;n;very high impact;Sales Support;Paris;France;E095280;Michligk, Kearney;FALSE;FALSE;H-1;Successful;48.86;2.35;40;5;-0.16;29;2;90215
Business Area A;NA Corp.;E085186;DIV02;E085186;Castro, Daniel;TRUE;TRUE;Male;n;Unassigned;Sales Support;Sydney;REG0003;E252825;Henkes, Marko;FALSE;FALSE;GR-10;Progressing;-33.93;151.17;40;5;-0.19;34;2;87214
Business Area A;NA Corp.;E086586;DIV02;E086586;Baetz, Daniel;TRUE;TRUE;Male;n;medium impact;Sales Support;San Francisco;REG0004;E252825;Henkes, Marko;FALSE;FALSE;GR-16;Outstanding;37.62;-122.38;40;5;2.52;50;2;378720
Business Area A;NA Corp.;E089626;DIV03;E089626;Wong, Darryl;TRUE;TRUE;Male;n;Unassigned;Sales Support;Paris;France;E237930;Alpizar, Josh;FALSE;FALSE;GR-9;Successful;48.86;2.35;40;5;-0.18;28;1;88450
Business Area A;NA Corp.;E095280;DIV04;E095280;Michligk, Kearney;TRUE;TRUE;Male;n;medium impact;Sales Support;Bangalore;India;E095280;Michligk, Kearney;FALSE;FALSE;GR-10;Successful;13.2;77.71;40;5;-0.54;36;5;49109
Business Area A;NA Corp.;E096889;DIV04;E096889;Liu, Keri;TRUE;#;Female;n;medium impact;Sales Support;Bangalore;India;E096889;Liu, Keri;FALSE;FALSE;GR-10;Successful;13.2;77.71;40;5;-0.58;28;5;45481
Business Area A;NA Corp.;E098433;DIV03;E098433;Kong, Derek;TRUE;TRUE;Male;n;medium impact;Sales Support;Bangalore;India;E237930;Alpizar, Josh;FALSE;FALSE;GR-13;Insufficient;13.2;77.71;40;5;0.1;45;5;117816
Business Area A;NA Corp.;E101459;DIV03;E101459;Imberton, Derrick;TRUE;TRUE;Male;n;Unassigned;Sales Support;Bangalore;India;E237930;Alpizar, Josh;FALSE;FALSE;GR-11;Successful;13.2;77.71;40;5;-0.53;51;5;50552
Business Area A;NA Corp.;E115849;DIV02;E115849;Reddy, Eran;TRUE;#;Male;n;medium impact;Sales Support;Philadelphia;REG0001;E252825;Henkes, Marko;FALSE;FALSE;GR-9;Progressing;39.87;-75.25;40;5;-0.11;46;5;95866
Business Area A;NA Corp.;E121650;DIV03;E121650;Johnson, Hall;TRUE;#;Male;n;very high impact;Sales Support;Philadelphia;REG0001;E237930;Alpizar, Josh;FALSE;FALSE;H-1;Satisfactory;39.87;-75.25;40;5;0.01;28;5;108429
Business Area A;NA Corp.;E123870;DIV01;E123870;Duan, Craggy;TRUE;TRUE;Male;n;medium impact;Sales Support;Philadelphia;REG0001;E144808;Eckstein, Hemanth;TRUE;FALSE;GR-8;Satisfactory;39.87;-75.25;40;5;-0.28;38;0;77449
Business Area A;NA Corp.;E129474;DIV03;E129474;Yan, Frolin;TRUE;#;Male;n;medium impact;Sales Support;Sydney;REG0003;E237930;Alpizar, Josh;FALSE;FALSE;GR-10;Successful;-33.93;151.17;40;5;-0.18;39;5;87813
Business Area A;NA Corp.;E136475;DIV03;E136475;Nalbandyan, Reagen;TRUE;#;Male;n;medium impact;Sales Support;Philadelphia;REG0001;E237930;Alpizar, Josh;TRUE;FALSE;GR-10;Outstanding;39.87;-75.25;40;5;0.27;32;5;136013
Business Area A;NA Corp.;E142250;DIV02;E142250;Werner, Darryl;TRUE;#;Female;y;very high impact;Sales Support;Frankfurt;Germany;E252825;Henkes, Marko;FALSE;FALSE;H-1;Insufficient;50.03;8.57;40;5;-0.19;33;5;101418
Business Area A;NA Corp.;E143510;DIV03;E143510;Wang, David;TRUE;TRUE;Female;y;Unassigned;Sales Support;Frankfurt;Germany;E237930;Alpizar, Josh;FALSE;FALSE;GR-9;Satisfactory;50.03;8.57;40;5;-0.41;32;5;75695
Business Area A;NA Corp.;E151636;DIV03;E151636;Wang, Huaizhi;TRUE;TRUE;Male;n;medium impact;Sales Support;San Francisco;REG0004;E237930;Alpizar, Josh;TRUE;FALSE;GR-9;Successful;37.62;-122.38;40;5;0.02;47;5;109130
Business Area A;NA Corp.;E154492;DIV02;E154492;Shaw, Hyunwoo;TRUE;TRUE;Male;n;Unassigned;Sales Support;Sydney;REG0003;E252825;Henkes, Marko;FALSE;FALSE;GR-9;Successful;-33.93;151.17;40;5;-0.21;39;5;84462
Business Area A;NA Corp.;E159331;DIV02;E159331;Liu, Thibaud;TRUE;#;Male;n;medium impact;Sales Support;San Francisco;REG0004;E252825;Henkes, Marko;FALSE;FALSE;GR-14;Satisfactory;37.62;-122.38;40;5;0.93;47;5;207764
Business Area A;NA Corp.;E161953;DIV09;E161953;Judge, Ivan;TRUE;#;Male;n;medium impact;Sales Support;Paris;France;E300121;Lauzon, Charyl;FALSE;FALSE;GR-10;Outstanding;48.86;2.35;40;5;-0.36;36;5;68890
Business Area A;NA Corp.;E163841;DIV03;E163841;Hegde, Jack;TRUE;TRUE;Male;n;Unassigned;Sales Support;Paris;France;E237930;Alpizar, Josh;FALSE;FALSE;GR-9;Successful;48.86;2.35;40;5;-0.17;27;0;88874
Business Area A;NA Corp.;E165288;DIV02;E165288;Goldstrom, Curtice;TRUE;TRUE;Male;n;Unassigned;Sales Support;Sydney;REG0003;E252825;Henkes, Marko;FALSE;FALSE;GR-9;Satisfactory;-33.93;151.17;40;5;-0.36;27;5;69156
Business Area A;NA Corp.;E169287;DIV05;E169287;Lawrence, Denzale;TRUE;TRUE;Male;y;Unassigned;Sales Support;San Francisco;REG0004;E044139;Willig, Bernie;TRUE;FALSE;GR-9;Successful;37.62;-122.38;40;5;-0.18;39;5;105550
Business Area A;NA Corp.;E176967;DIV02;E176967;S, Jay;TRUE;#;Male;n;medium impact;Sales Support;Paris;France;E252825;Henkes, Marko;FALSE;FALSE;GR-12;Insufficient;48.86;2.35;40;5;0.43;28;5;153405
Business Area A;NA Corp.;E190690;DIV03;E190690;Chu-Chong, Jie;TRUE;TRUE;Male;n;Unassigned;Sales Support;Paris;France;E237930;Alpizar, Josh;FALSE;FALSE;GR-16;Progressing;48.86;2.35;40;5;1.51;55;0;270337
Business Area A;NA Corp.;E202614;DIV03;E202614;Sehgal, John;TRUE;TRUE;Male;n;Unassigned;Sales Support;San Francisco;REG0004;E237930;Alpizar, Josh;FALSE;FALSE;GR-13;Progressing;37.62;-122.38;40;5;1.69;36;3;288964
Business Area A;NA Corp.;E207712;DIV02;E207712;MacAulay, Jonathan;TRUE;TRUE;Male;n;medium impact;Sales Support;Sydney;REG0003;E252825;Henkes, Marko;FALSE;FALSE;GR-9;Successful;-33.93;151.17;40;5;-0.32;23;0;73618
Business Area A;NA Corp.;E215298;DIV03;E215298;Ferrer, Julie;TRUE;TRUE;Female;n;Unassigned;Sales Support;Philadelphia;REG0001;E237930;Alpizar, Josh;TRUE;FALSE;GR-9;Satisfactory;39.87;-75.25;40;5;-0.15;33;0;91827
Business Area A;NA Corp.;E219487;DIV03;E219487;Wason, Edward;TRUE;#;Female;y;very high impact;Sales Support;Philadelphia;REG0001;E237930;Alpizar, Josh;FALSE;FALSE;H-1;Progressing;39.87;-75.25;40;5;-0.06;46;5;121133
Business Area A;NA Corp.;E222257;DIV03;E222257;Wong, Karthik;TRUE;TRUE;Female;n;medium impact;Sales Support;Philadelphia;REG0001;E237930;Alpizar, Josh;TRUE;FALSE;GR-8;Satisfactory;39.87;-75.25;40;5;-0.09;45;1;97920
Business Area A;NA Corp.;E222333;DIV03;E222333;Wilson, Karthik;TRUE;#;Female;n;medium impact;Sales Support;Philadelphia;REG0001;E237930;Alpizar, Josh;FALSE;FALSE;GR-6;Satisfactory;39.87;-75.25;40;5;-0.62;26;1;40481
Business Area A;NA Corp.;E228906;DIV03;E228906;Lau, Kevin;TRUE;#;Male;n;medium impact;Sales Support;Philadelphia;REG0001;E237930;Alpizar, Josh;FALSE;FALSE;GR-10;Outstanding;39.87;-75.25;40;5;0.17;28;5;125663
Business Area A;NA Corp.;E229713;DIV03;E229713;Shaik, Emily;TRUE;#;Male;y;very high impact;Sales Support;San Francisco;REG0004;E237930;Alpizar, Josh;FALSE;FALSE;H-1;Satisfactory;37.62;-122.38;40;5;0.92;29;5;247331
Business Area A;NA Corp.;E230193;DIV03;E230193;Sekharan, Emily;TRUE;TRUE;Female;y;Unassigned;Sales Support;San Francisco;REG0004;E237930;Alpizar, Josh;FALSE;FALSE;GR-14;Progressing;37.62;-122.38;40;5;1.6;37;5;334862
Business Area A;NA Corp.;E230427;DIV03;E230427;Kappler, Kirk;TRUE;#;Male;n;very high impact;Sales Support;San Francisco;REG0004;E237930;Alpizar, Josh;FALSE;FALSE;H-1;Satisfactory;37.62;-122.38;40;5;0.93;43;1;207105
Business Area A;NA Corp.;E230762;DIV03;E230762;Kahana, Leoine;TRUE;TRUE;Female;n;Unassigned;Sales Support;San Francisco;REG0004;E237930;Alpizar, Josh;FALSE;FALSE;GR-12;Satisfactory;37.62;-122.38;40;5;1.14;45;3;230384
Business Area A;NA Corp.;E232625;DIV03;E232625;Imani, Kristofer;TRUE;TRUE;Male;n;Unassigned;Sales Support;San Francisco;REG0004;E237930;Alpizar, Josh;TRUE;FALSE;GR-13;Extraordinary;37.62;-122.38;40;5;1.44;57;5;261872
Business Area A;NA Corp.;E234104;DIV03;E234104;Hagedorn, Dodie;TRUE;TRUE;Female;n;Unassigned;Sales Support;Sydney;REG0003;E237930;Alpizar, Josh;FALSE;FALSE;GR-16;Successful;-33.93;151.17;40;5;2.08;34;5;330846
Business Area A;NA Corp.;E237469;DIV03;E237469;Bigonnet, Lorry;TRUE;#;Male;n;medium impact;Sales Support;San Francisco;REG0004;E237930;Alpizar, Josh;TRUE;FALSE;GR-14;Successful;37.62;-122.38;40;5;1.96;50;5;318193
Business Area A;NA Corp.;E240195;DIV02;E240195;Wood, Kaylee;TRUE;#;Female;n;medium impact;Sales Support;San Francisco;REG0004;E252825;Henkes, Marko;FALSE;FALSE;GR-10;Extraordinary;37.62;-122.38;40;5;0.11;28;5;119797
Business Area A;NA Corp.;E241489;DIV02;E241489;Venditti, Allyn;TRUE;TRUE;Female;n;Unassigned;Sales Support;San Francisco;REG0004;E252825;Henkes, Marko;FALSE;FALSE;GR-16;Extraordinary;37.62;-122.38;40;5;2.39;37;3;364363
Business Area A;NA Corp.;E244224;DIV01;E244224;Shen, Ferdinanda;TRUE;TRUE;Female;n;Unassigned;Sales Support;Philadelphia;REG0001;E144808;Eckstein, Hemanth;TRUE;FALSE;GR-9;Successful;39.87;-75.25;40;5;-0.11;39;3;95849
Business Area A;NA Corp.;E246698;DIV03;E246698;Park, Madhu;TRUE;TRUE;Male;n;Unassigned;Sales Support;Philadelphia;REG0001;E237930;Alpizar, Josh;FALSE;FALSE;GR-9;Satisfactory;39.87;-75.25;40;5;0.09;48;3;117142
Business Area A;NA Corp.;E259511;DIV03;E259511;BURNIER, Butch;TRUE;#;Male;n;very high impact;Sales Support;Philadelphia;REG0001;E237930;Alpizar, Josh;FALSE;FALSE;H-1;Progressing;39.87;-75.25;40;5;-0.06;23;3;100944
Business Area A;NA Corp.;E260466;DIV02;E260466;Bolognese, Blake;TRUE;TRUE;Male;n;Unassigned;Sales Support;Philadelphia;REG0001;E252825;Henkes, Marko;FALSE;FALSE;GR-13;Outstanding;39.87;-75.25;40;5;1.12;63;3;227886
Business Area A;NA Corp.;E263395;DIV02;E263395;Woodhouse, Michael;TRUE;#;Male;n;medium impact;Sales Support;Philadelphia;REG0001;E252825;Henkes, Marko;FALSE;FALSE;GR-7;Insufficient;39.87;-75.25;40;5;-0.56;36;3;47840
Business Area A;NA Corp.;E264942;DIV03;E264942;Tiwari, Michael;TRUE;TRUE;Male;n;Unassigned;Sales Support;Philadelphia;REG0001;E237930;Alpizar, Josh;FALSE;FALSE;GR-9;Successful;39.87;-75.25;40;5;0.19;37;3;128245
Business Area A;NA Corp.;E267514;DIV08;E267514;Recalde, Michaela;TRUE;TRUE;Female;n;Unassigned;Sales Support;San Francisco;REG0004;E221184;Yang, Karsten;TRUE;FALSE;GR-9;Successful;37.62;-122.38;40;5;0.17;63;5;126070
Business Area A;NA Corp.;E270365;DIV03;E270365;Ye, Hongchul;TRUE;TRUE;Female;y;Unassigned;Sales Support;Bangalore;India;E237930;Alpizar, Josh;FALSE;FALSE;GR-9;Outstanding;13.2;77.71;40;5;-0.57;34;5;55306
Business Area A;NA Corp.;E272194;DIV02;E272194;Liao, Ming;TRUE;#;Male;n;medium impact;Sales Support;San Francisco;REG0004;E252825;Henkes, Marko;TRUE;FALSE;GR-10;Satisfactory;37.62;-122.38;40;5;0.15;45;5;124075
Business Area A;NA Corp.;E282612;DIV02;E282612;Brunet, Nathaniel;TRUE;TRUE;Male;n;medium impact;Sales Support;San Francisco;REG0004;E252825;Henkes, Marko;FALSE;FALSE;GR-13;Satisfactory;37.62;-122.38;40;5;1.45;36;4;263484
Business Area A;NA Corp.;E283320;DIV03;E283320;Barton, Darcy;TRUE;TRUE;Male;n;medium impact;Sales Support;Philadelphia;REG0001;E237930;Alpizar, Josh;TRUE;FALSE;GR-10;Extraordinary;39.87;-75.25;40;5;0.19;31;4;127976
Business Area A;NA Corp.;E284601;DIV03;E284601;Zhao, Neil;TRUE;#;Male;n;very high impact;Sales Support;Frankfurt;Germany;E237930;Alpizar, Josh;FALSE;FALSE;H-1;Satisfactory;50.03;8.57;40;5;-0.16;38;1;90388
Business Area A;NA Corp.;E284913;DIV03;E284913;Zhang, Donella;TRUE;TRUE;Female;n;Unassigned;Sales Support;San Francisco;REG0004;E237930;Alpizar, Josh;FALSE;FALSE;GR-9;Insufficient;37.62;-122.38;40;5;0.43;39;1;153808
Business Area A;NA Corp.;E289723;DIV02;E289723;Sanchez, Nirmala;TRUE;TRUE;Female;n;Unassigned;Sales Support;San Francisco;REG0004;E252825;Henkes, Marko;FALSE;FALSE;GR-9;Satisfactory;37.62;-122.38;40;5;-0.11;27;4;95455
Business Area A;NA Corp.;E295915;DIV03;E295915;Rojkov, Jay;TRUE;TRUE;Female;y;Unassigned;Sales Support;Philadelphia;REG0001;E237930;Alpizar, Josh;FALSE;FALSE;GR-9;Satisfactory;39.87;-75.25;40;5;-0.33;34;5;86033
Business Area B;LA Corp.;E000849;DIV03;E000849;Yang, Addia;TRUE;TRUE;Female;n;Unassigned;Sales Support;Paris;France;E237930;Alpizar, Josh;FALSE;FALSE;GR-9;Insufficient;48.86;2.35;40;5;-0.26;62;1;79814
Business Area B;LA Corp.;E019552;DIV03;E019552;Bunch, Alireza;TRUE;FALSE;Female;y;very high impact;Sales Support;Philadelphia;REG0001;E266882;Schilling, Corrina;FALSE;TRUE;GR-6;Successful;39.87;-75.25;40;5;-0.76;23;3;30706
Business Area B;LA Corp.;E034524;DIV03;E034524;Tailor, Andreas;TRUE;TRUE;Male;y;Unassigned;Sales Support;Bangalore;India;E237930;Alpizar, Josh;FALSE;FALSE;GR-9;Outstanding;13.2;77.71;40;5;-0.61;36;5;50797
Business Area B;LA Corp.;E060808;DIV03;E060808;Choy, Rodrique;TRUE;TRUE;Male;n;Unassigned;Sales Support;Sydney;REG0003;E237930;Alpizar, Josh;FALSE;FALSE;GR-9;Satisfactory;-33.93;151.17;40;5;0.16;41;1;125026
Business Area B;LA Corp.;E061178;DIV03;E061178;Chen, Bjorn;TRUE;FALSE;Male;n;Unassigned;Sales Support;Sydney;REG0003;E237930;Alpizar, Josh;FALSE;TRUE;GR-13;Outstanding;-33.93;151.17;40;5;0.42;23;2;152444
Business Area B;LA Corp.;E075436;DIV02;E075436;Kim, Clarence;TRUE;#;Male;n;Unassigned;Sales Support;Sydney;REG0003;E252825;Henkes, Marko;FALSE;FALSE;GR-9;Extraordinary;-33.93;151.17;40;5;0.1;29;2;118547
Business Area B;LA Corp.;E084061;DIV03;E084061;Denonville, Dan;TRUE;FALSE;Male;n;very high impact;Sales Support;Paris;France;E237930;Alpizar, Josh;FALSE;TRUE;GR-13;Successful;48.86;2.35;40;5;0.52;34;2;163148
Business Area B;LA Corp.;E089567;DIV03;E089567;Wood, Jakob;TRUE;#;Male;n;Unassigned;Sales Support;Frankfurt;Germany;E237930;Alpizar, Josh;FALSE;FALSE;GR-9;Extraordinary;50.03;8.57;40;5;-0.18;38;5;88581
Business Area B;LA Corp.;E091401;DIV05;E091401;Mahajan, Christopher;TRUE;#;Male;y;Unassigned;Sales Support;Frankfurt;Germany;E044139;Willig, Bernie;FALSE;FALSE;GR-7;Insufficient;50.03;8.57;40;5;-0.43;54;5;73037
Business Area B;LA Corp.;E094828;DIV03;E094828;Natarajan, Wittie;TRUE;FALSE;Male;n;Unassigned;Sales Support;Bangalore;India;E237930;Alpizar, Josh;FALSE;TRUE;GR-13;Satisfactory;13.2;77.71;40;5;-0.22;33;1;83940
Business Area B;LA Corp.;E125526;DIV03;E125526;Bertrand, Inigo;TRUE;FALSE;Male;n;Unassigned;Sales Support;Philadelphia;REG0001;E237930;Alpizar, Josh;FALSE;TRUE;GR-9;Satisfactory;39.87;-75.25;40;5;-0.13;51;5;93219
Business Area B;LA Corp.;E144346;DIV03;E144346;Fung, Heiko;TRUE;TRUE;Male;n;Unassigned;Sales Support;Philadelphia;REG0001;E266882;Schilling, Corrina;FALSE;FALSE;GR-11;Progressing;39.87;-75.25;40;5;0.02;47;5;109751
Business Area B;LA Corp.;E149903;DIV09;E149903;Yoo, Hongchul;TRUE;FALSE;Male;n;Unassigned;Sales Support;San Francisco;REG0004;E300121;Lauzon, Charyl;FALSE;FALSE;GR-7;Successful;37.62;-122.38;40;5;-0.41;36;5;63579
Business Area B;LA Corp.;E156849;DIV03;E156849;Paul, Germain;TRUE;#;Male;n;Unassigned;Sales Support;Sydney;REG0003;E237930;Alpizar, Josh;FALSE;FALSE;GR-9;Successful;-33.93;151.17;40;5;-0.36;24;0;68409
Business Area B;LA Corp.;E178419;DIV03;E178419;Parker, Jayanta;TRUE;TRUE;Female;n;Unassigned;Sales Support;Paris;France;E237930;Alpizar, Josh;FALSE;FALSE;GR-8;Insufficient;48.86;2.35;40;5;-0.35;47;4;70345
Business Area B;LA Corp.;E184393;DIV03;E184393;Juristovski, Jeff;TRUE;FALSE;Male;n;Unassigned;Sales Support;San Francisco;REG0004;E237930;Alpizar, Josh;FALSE;FALSE;GR-9;Outstanding;37.62;-122.38;40;5;0.02;27;4;109424
Business Area B;LA Corp.;E185850;DIV02;E185850;Hu, Jeffry;TRUE;FALSE;Male;n;Unassigned;Sales Support;San Francisco;REG0004;E252825;Henkes, Marko;FALSE;TRUE;GR-16;Outstanding;37.62;-122.38;40;5;2.73;51;0;401040
Business Area B;LA Corp.;E190397;DIV09;E190397;Deng, Jie;TRUE;#;Female;n;Unassigned;Sales Support;San Francisco;REG0004;E300121;Lauzon, Charyl;FALSE;FALSE;GR-9;Insufficient;37.62;-122.38;40;5;-0.09;54;3;97543
Business Area B;LA Corp.;E217543;DIV05;E217543;Bolster, Kamaljit;TRUE;#;Female;n;Unassigned;Sales Support;Philadelphia;REG0001;E044139;Willig, Bernie;FALSE;FALSE;GR-6;Successful;39.87;-75.25;40;5;-0.58;39;0;44966
Business Area B;LA Corp.;E219034;DIV03;E219034;Anderson, Karl;TRUE;TRUE;Male;n;Unassigned;Sales Support;Philadelphia;REG0001;E237930;Alpizar, Josh;FALSE;FALSE;GR-11;Outstanding;39.87;-75.25;40;5;-0.04;47;1;103243
Business Area B;LA Corp.;E224230;DIV09;E224230;Too, Edwin;TRUE;FALSE;Female;y;Unassigned;Sales Support;Philadelphia;REG0001;E300121;Lauzon, Charyl;FALSE;FALSE;GR-9;Successful;39.87;-75.25;40;5;-0.26;38;5;95510
Business Area B;LA Corp.;E233470;DIV02;E233470;Roux, Emmanuel;TRUE;#;Female;y;Unassigned;Sales Support;San Francisco;REG0004;E252825;Henkes, Marko;FALSE;FALSE;GR-14;Satisfactory;37.62;-122.38;40;5;1.95;43;5;381168
Business Area B;LA Corp.;E235804;DIV02;E235804;Darian, Kris;TRUE;TRUE;Male;n;Unassigned;Sales Support;San Francisco;REG0004;E252825;Henkes, Marko;FALSE;FALSE;GR-15;Outstanding;37.62;-122.38;40;5;3.5;57;5;483459
